ID,Script Name,Description,Uniqueness Group,Icon,Min Rank,Max Rank,Goal,50+ Goal,Reward,Script Params,Single Run,Element,Specific Skylander,Unlocked Skylander,Unlocked Magic Item,Has Magic Item With Level,Using Bonus Element,Specific Magic Item,Is Magic Item Of Level,Shoot Enemy,Shoot Hat,Shoot Balloon,Shoot Destructible,Shoot Projectile,Shoot Sheep,Shoot Present,Is Hideout,Combo Coin Element
192,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,0,4,10,50,2,,,,,,,,,,,Flier,,,,,,,,
193,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,5,15,25,100,2,,,,,,,,,,,Flier,,,,,,,,
194,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,10,20,50,150,2,,,,,,,,,,,Flier,,,,,,,,
195,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,15,25,75,200,2,,,,,,,,,,,Flier,,,,,,,,
196,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,20,30,100,250,2,,,,,,,,,,,Flier,,,,,,,,
197,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,25,35,125,300,2,,,,,,,,,,,Flier,,,,,,,,
198,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,30,40,150,400,2,,,,,,,,,,,Flier,,,,,,,,
199,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,35,45,175,500,2,,,,,,,,,,,Flier,,,,,,,,
200,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,40,50,200,600,2,,,,,,,,,,,Flier,,,,,,,,
201,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,45,50,250,650,2,,,,,,,,,,,Flier,,,,,,,,
202,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,50,50,300,700,2,,,,,,,,,,,Flier,,,,,,,,
203,Shoot,GOAL_SHOOT_TROLLS_FLYING,ShootFlyingTroll,FlyingTroll,999,999,400,750,2,,,,,,,,,,,Flier,,,,,,,,
204,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,5,15,2,4,3,,X,,,,,,,,,Flier,,,,,,,,
205,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,10,20,4,8,3,,X,,,,,,,,,Flier,,,,,,,,
206,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,15,25,6,12,3,,X,,,,,,,,,Flier,,,,,,,,
207,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,20,30,8,16,3,,X,,,,,,,,,Flier,,,,,,,,
208,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,25,35,10,20,3,,X,,,,,,,,,Flier,,,,,,,,
209,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,30,40,12,24,3,,X,,,,,,,,,Flier,,,,,,,,
210,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,35,45,14,28,3,,X,,,,,,,,,Flier,,,,,,,,
211,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,40,50,16,32,3,,X,,,,,,,,,Flier,,,,,,,,
212,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,45,50,18,36,3,,X,,,,,,,,,Flier,,,,,,,,
213,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,50,50,20,40,3,,X,,,,,,,,,Flier,,,,,,,,
214,Shoot,GOAL_SHOOT_TROLLS_FLYING_ONE_RUN,ShootFlyingTroll,FlyingTroll,999,999,25,50,3,,X,,,,,,,,,Flier,,,,,,,,
215,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,0,4,2,5,1,,,,,,,,,,,,,,Pottery,,,,,
216,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,5,15,4,10,2,,,,,,,,,,,,,,Pottery,,,,,
217,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,10,20,6,20,1,,,,,,,,,,,,,,Pottery,,,,,
218,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,15,25,8,30,2,,,,,,,,,,,,,,Pottery,,,,,
219,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,20,30,10,40,1,,,,,,,,,,,,,,Pottery,,,,,
220,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,25,35,12,50,2,,,,,,,,,,,,,,Pottery,,,,,
221,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,30,40,14,60,1,,,,,,,,,,,,,,Pottery,,,,,
222,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,35,45,16,70,2,,,,,,,,,,,,,,Pottery,,,,,
223,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,40,50,18,80,1,,,,,,,,,,,,,,Pottery,,,,,
224,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,45,50,20,90,2,,,,,,,,,,,,,,Pottery,,,,,
225,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,50,50,25,100,1,,,,,,,,,,,,,,Pottery,,,,,
226,Shoot,GOAL_SHOOT_VASES,ShootVase,Vase,999,999,30,120,2,,,,,,,,,,,,,,Pottery,,,,,
227,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,5,9,2,3,1,,X,,,,,,,,,,,,Pottery,,,,,
228,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,10,20,2,3,1,,X,,,,,,,,,,,,Pottery,,,,,
229,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,15,25,3,5,2,,X,,,,,,,,,,,,Pottery,,,,,
230,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,20,30,3,5,2,,X,,,,,,,,,,,,Pottery,,,,,
231,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,25,35,4,7,2,,X,,,,,,,,,,,,Pottery,,,,,
232,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,30,40,4,7,2,,X,,,,,,,,,,,,Pottery,,,,,
233,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,35,45,5,8,2,,X,,,,,,,,,,,,Pottery,,,,,
234,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,40,50,5,8,2,,X,,,,,,,,,,,,Pottery,,,,,
235,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,45,50,6,9,2,,X,,,,,,,,,,,,Pottery,,,,,
236,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,50,50,6,9,2,,X,,,,,,,,,,,,Pottery,,,,,
237,Shoot,GOAL_SHOOT_VASES_ONE_RUN,ShootVase,Vase,999,999,7,10,3,,X,,,,,,,,,,,,Pottery,,,,,
238,Survive,GOAL_CLEAR_HIDEOUT,ClearHideout,ClearHideout,0,4,1,1,2,,,,,,,,,,,,,,,,,,X,
239,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,5,15,5,10,2,,,,,,,,,,,,,,,,,,X,
240,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,10,20,10,20,2,,,,,,,,,,,,,,,,,,X,
241,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,15,25,15,30,2,,,,,,,,,,,,,,,,,,X,
242,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,20,30,20,40,2,,,,,,,,,,,,,,,,,,X,
243,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,25,35,25,50,2,,,,,,,,,,,,,,,,,,X,
244,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,30,40,30,60,2,,,,,,,,,,,,,,,,,,X,
245,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,35,45,35,75,2,,,,,,,,,,,,,,,,,,X,
246,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,40,50,40,100,2,,,,,,,,,,,,,,,,,,X,
247,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,45,50,45,125,2,,,,,,,,,,,,,,,,,,X,
248,Survive,GOAL_CLEAR_HIDEOUTS,ClearHideout,ClearHideout,999,999,50,150,2,,,,,,,,,,,,,,,,,,X,
249,Survive,GOAL_CLEAR_HIDEOUTS_ONE_RUN,ClearHideout,ClearHideout,0,4,2,3,3,,X,,,,,,,,,,,,,,,,X,
250,Survive,GOAL_CLEAR_HIDEOUTS_ONE_RUN,ClearHideout,ClearHideout,5,15,3,4,3,,X,,,,,,,,,,,,,,,,X,
251,Survive,GOAL_CLEAR_HIDEOUTS_ONE_RUN,ClearHideout,ClearHideout,10,20,3,5,3,,X,,,,,,,,,,,,,,,,X,
252,Survive,GOAL_CLEAR_HIDEOUTS_ONE_RUN,ClearHideout,ClearHideout,20,30,4,6,3,,X,,,,,,,,,,,,,,,,X,
253,Survive,GOAL_CLEAR_HIDEOUTS_ONE_RUN,ClearHideout,ClearHideout,30,40,4,7,3,,X,,,,,,,,,,,,,,,,X,
254,Survive,GOAL_CLEAR_HIDEOUTS_ONE_RUN,ClearHideout,ClearHideout,40,50,5,8,3,,X,,,,,,,,,,,,,,,,X,
255,Survive,GOAL_CLEAR_HIDEOUTS_ONE_RUN,ClearHideout,ClearHideout,999,999,5,9,3,,X,,,,,,,,,,,,,,,,X,
256,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,5,9,2,10,2,,,,,,,,,,,,,,,,,,,
257,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,10,20,5,20,2,,,,,,,,,,,,,,,,,,,
258,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,15,25,10,30,2,,,,,,,,,,,,,,,,,,,
259,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,20,30,15,40,2,,,,,,,,,,,,,,,,,,,
260,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,25,35,20,50,2,,,,,,,,,,,,,,,,,,,
261,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,30,40,25,75,2,,,,,,,,,,,,,,,,,,,
262,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,35,45,30,100,2,,,,,,,,,,,,,,,,,,,
263,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,40,50,35,150,2,,,,,,,,,,,,,,,,,,,
264,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,45,50,40,200,2,,,,,,,,,,,,,,,,,,,
265,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM,UseMagicItem,MagicItems,999,99,50,250,2,,,,,,,,,,,,,,,,,,,
266,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM_ONE_RUN,UseMagicItem,MagicItems,10,20,2,3,3,,X,,,,,,,,,,,,,,,,,
267,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM_ONE_RUN,UseMagicItem,MagicItems,15,25,3,5,3,,X,,,,,,,,,,,,,,,,,
268,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM_ONE_RUN,UseMagicItem,MagicItems,20,30,4,7,3,,X,,,,,,,,,,,,,,,,,
269,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM_ONE_RUN,UseMagicItem,MagicItems,25,35,5,8,3,,X,,,,,,,,,,,,,,,,,
270,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM_ONE_RUN,UseMagicItem,MagicItems,30,40,6,10,3,,X,,,,,,,,,,,,,,,,,
271,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM_ONE_RUN,UseMagicItem,MagicItems,35,45,7,12,3,,X,,,,,,,,,,,,,,,,,
272,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM_ONE_RUN,UseMagicItem,MagicItems,40,50,8,13,3,,X,,,,,,,,,,,,,,,,,
273,UseMagicItem,GOAL_USE_ANY_MAGIC_ITEM_ONE_RUN,UseMagicItem,MagicItems,999,999,9,15,3,,X,,,,,,,,,,,,,,,,,
274,UseMagicItem,GOAL_USE_SPECIFIC_MAGIC_ITEM,UseMagicItem,MagicItems,15,35,1,10,2,,,,,,,,,Anvil Rain,,,,,,,,,,
275,UseMagicItem,GOAL_USE_SPECIFIC_MAGIC_ITEM,UseMagicItem,MagicItems,15,35,1,10,2,,,,,,,,,Time Twister,,,,,,,,,,
276,UseMagicItem,GOAL_USE_SPECIFIC_MAGIC_ITEM,UseMagicItem,MagicItems,15,35,1,10,2,,,,,,,,,Winged Boots,,,,,,,,,,
277,UseMagicItem,GOAL_USE_SPECIFIC_MAGIC_ITEM,UseMagicItem,MagicItems,15,35,1,10,2,,,,,,,,,SkyIron Shield,,,,,,,,,,
278,UseMagicItem,GOAL_USE_SPECIFIC_MAGIC_ITEM,UseMagicItem,MagicItems,15,35,1,10,2,,,,,,,,,Sparx Dragonfly,,,,,,,,,,
279,UseMagicItem,GOAL_USE_SPECIFIC_MAGIC_ITEM,UseMagicItem,MagicItems,15,35,1,10,2,,,,,,,,,Ghost Swords,,,,,,,,,,
280,UseMagicItem,GOAL_USE_SPECIFIC_MAGIC_ITEM,UseMagicItem,MagicItems,15,35,1,10,2,,,,,,,,,Hidden Treasure,,,,,,,,,,
281,UseMagicItem,GOAL_USE_SPECIFIC_MAGIC_ITEM,UseMagicItem,MagicItems,15,35,1,10,2,,,,,,,,,Healing Elixir,,,,,,,,,,
282,UseMagicItem,GOAL_USE_MIN_LEVEL_MAGIC_ITEM,UseMagicItem,MagicItems,15,10,1,10,2,,,,,,,,,,1,,,,,,,,,
283,UseMagicItem,GOAL_USE_MIN_LEVEL_MAGIC_ITEM,UseMagicItem,MagicItems,11,15,1,10,2,,,,,,,,,,2,,,,,,,,,
284,UseMagicItem,GOAL_USE_MIN_LEVEL_MAGIC_ITEM,UseMagicItem,MagicItems,16,20,1,10,2,,,,,,,,,,3,,,,,,,,,
285,UseMagicItem,GOAL_USE_MIN_LEVEL_MAGIC_ITEM,UseMagicItem,MagicItems,21,25,1,10,2,,,,,,,,,,4,,,,,,,,,
286,UseMagicItem,GOAL_USE_MIN_LEVEL_MAGIC_ITEM,UseMagicItem,MagicItems,26,50,1,10,2,,,,,,,,,,5,,,,,,,,,
287,Combo,GOAL_GET_COMBOS,Combo,Combo,2,12,5,50,1,2,,,,,,,,,,,,,,,,,,
288,Combo,GOAL_GET_COMBOS,Combo,Combo,4,14,5,50,1,3,,,,,,,,,,,,,,,,,,
289,Combo,GOAL_GET_COMBOS,Combo,Combo,6,16,5,50,1,4,,,,,,,,,,,,,,,,,,
290,Combo,GOAL_GET_COMBOS,Combo,Combo,8,18,5,50,1,5,,,,,,,,,,,,,,,,,,
291,Combo,GOAL_GET_COMBOS,Combo,Combo,10,20,10,100,1,2,,,,,,,,,,,,,,,,,,
292,Combo,GOAL_GET_COMBOS,Combo,Combo,15,25,15,150,1,2,,,,,,,,,,,,,,,,,,
293,Combo,GOAL_GET_COMBOS,Combo,Combo,20,30,20,200,1,2,,,,,,,,,,,,,,,,,,
294,Combo,GOAL_GET_COMBOS,Combo,Combo,25,35,25,250,1,2,,,,,,,,,,,,,,,,,,
295,Combo,GOAL_GET_COMBOS,Combo,Combo,999,999,100,500,1,2,,,,,,,,,,,,,,,,,,
296,Combo,GOAL_GET_COMBOS,Combo,Combo,10,20,10,100,2,3,,,,,,,,,,,,,,,,,,
297,Combo,GOAL_GET_COMBOS,Combo,Combo,15,25,15,150,2,3,,,,,,,,,,,,,,,,,,
298,Combo,GOAL_GET_COMBOS,Combo,Combo,20,30,20,200,2,3,,,,,,,,,,,,,,,,,,
299,Combo,GOAL_GET_COMBOS,Combo,Combo,25,35,25,250,2,3,,,,,,,,,,,,,,,,,,
300,Combo,GOAL_GET_COMBOS,Combo,Combo,30,40,30,300,2,3,,,,,,,,,,,,,,,,,,
301,Combo,GOAL_GET_COMBOS,Combo,Combo,999,999,100,500,2,3,,,,,,,,,,,,,,,,,,
302,Combo,GOAL_GET_COMBOS,Combo,Combo,15,25,15,150,2,4,,,,,,,,,,,,,,,,,,
303,Combo,GOAL_GET_COMBOS,Combo,Combo,20,30,20,200,2,4,,,,,,,,,,,,,,,,,,
304,Combo,GOAL_GET_COMBOS,Combo,Combo,25,35,25,250,2,4,,,,,,,,,,,,,,,,,,
305,Combo,GOAL_GET_COMBOS,Combo,Combo,30,40,30,300,2,4,,,,,,,,,,,,,,,,,,
306,Combo,GOAL_GET_COMBOS,Combo,Combo,40,50,40,400,2,4,,,,,,,,,,,,,,,,,,
307,Combo,GOAL_GET_COMBOS,Combo,Combo,999,999,100,500,2,4,,,,,,,,,,,,,,,,,,
308,Combo,GOAL_GET_COMBOS,Combo,Combo,25,35,25,150,3,5,,,,,,,,,,,,,,,,,,
309,Combo,GOAL_GET_COMBOS,Combo,Combo,30,40,30,200,3,5,,,,,,,,,,,,,,,,,,
310,Combo,GOAL_GET_COMBOS,Combo,Combo,40,50,40,250,3,5,,,,,,,,,,,,,,,,,,
311,Combo,GOAL_GET_COMBOS,Combo,Combo,45,50,50,300,3,5,,,,,,,,,,,,,,,,,,
312,Combo,GOAL_GET_COMBOS,Combo,Combo,50,50,75,400,3,5,,,,,,,,,,,,,,,,,,
313,Combo,GOAL_GET_COMBOS,Combo,Combo,999,999,100,500,3,5,,,,,,,,,,,,,,,,,,
314,Combo,GOAL_GET_MAX_COMBOS,Combo,MaxCombo,30,40,30,100,3,6,,,,,,,,,,,,,,,,,,
315,Combo,GOAL_GET_MAX_COMBOS,Combo,MaxCombo,40,50,40,150,3,6,,,,,,,,,,,,,,,,,,
316,Combo,GOAL_GET_MAX_COMBOS,Combo,MaxCombo,45,50,50,200,3,6,,,,,,,,,,,,,,,,,,
317,Combo,GOAL_GET_MAX_COMBOS,Combo,MaxCombo,50,50,75,250,3,6,,,,,,,,,,,,,,,,,,
318,Combo,GOAL_GET_MAX_COMBOS,Combo,MaxCombo,999,999,100,300,3,6,,,,,,,,,,,,,,,,,,
319,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,15,25,20,40,1,2,X,,,,,,,,,,,,,,,,,
320,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,20,30,25,50,1,2,X,,,,,,,,,,,,,,,,,
321,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,25,35,30,55,1,2,X,,,,,,,,,,,,,,,,,
322,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,30,40,35,60,1,2,X,,,,,,,,,,,,,,,,,
323,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,35,45,40,65,1,2,X,,,,,,,,,,,,,,,,,
324,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,40,50,45,70,1,2,X,,,,,,,,,,,,,,,,,
325,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,45,50,50,75,2,2,X,,,,,,,,,,,,,,,,,
326,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,15,24,15,30,1,3,X,,,,,,,,,,,,,,,,,
327,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,25,35,20,40,1,3,X,,,,,,,,,,,,,,,,,
328,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,30,40,25,50,2,3,X,,,,,,,,,,,,,,,,,
329,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,35,45,30,55,2,3,X,,,,,,,,,,,,,,,,,
330,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,40,50,35,60,2,3,X,,,,,,,,,,,,,,,,,
331,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,45,50,40,65,2,3,X,,,,,,,,,,,,,,,,,
332,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,20,35,10,20,1,4,X,,,,,,,,,,,,,,,,,
333,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,30,40,15,30,2,4,X,,,,,,,,,,,,,,,,,
334,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,35,45,20,40,2,4,X,,,,,,,,,,,,,,,,,
335,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,40,50,25,50,2,4,X,,,,,,,,,,,,,,,,,
336,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,45,50,30,55,2,4,X,,,,,,,,,,,,,,,,,
337,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,50,50,35,60,2,4,X,,,,,,,,,,,,,,,,,
338,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,25,40,10,20,3,5,X,,,,,,,,,,,,,,,,,
339,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,35,45,15,30,2,5,X,,,,,,,,,,,,,,,,,
340,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,40,50,20,40,2,5,X,,,,,,,,,,,,,,,,,
341,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,45,50,25,50,3,5,X,,,,,,,,,,,,,,,,,
342,Combo,GOAL_GET_COMBOS_ONE_RUN,Combo,Combo,50,50,30,55,3,5,X,,,,,,,,,,,,,,,,,
343,Combo,GOAL_GET_MAX_COMBOS_ONE_RUN,Combo,MaxCombo,40,50,5,10,2,6,X,,,,,,,,,,,,,,,,,
344,Combo,GOAL_GET_MAX_COMBOS_ONE_RUN,Combo,MaxCombo,45,50,15,30,2,6,X,,,,,,,,,,,,,,,,,
345,Combo,GOAL_GET_MAX_COMBOS_ONE_RUN,Combo,MaxCombo,50,50,20,40,3,6,X,,,,,,,,,,,,,,,,,
346,Combo,GOAL_GET_MAX_COMBOS_ONE_RUN,Combo,MaxCombo,50,50,30,50,3,6,X,,,,,,,,,,,,,,,,,
347,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,2,3,2,20,1,2+,,,,,,,,,,,,,,,,,,
348,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,4,14,4,40,1,2+,,,,,,,,,,,,,,,,,,
349,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,6,16,6,60,1,2+,,,,,,,,,,,,,,,,,,
350,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,8,18,8,80,1,2+,,,,,,,,,,,,,,,,,,
351,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,10,20,10,100,1,2+,,,,,,,,,,,,,,,,,,
352,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,15,25,15,150,1,2+,,,,,,,,,,,,,,,,,,
353,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,20,30,20,200,1,2+,,,,,,,,,,,,,,,,,,
354,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,25,35,25,250,1,2+,,,,,,,,,,,,,,,,,,
355,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,999,999,100,500,1,2+,,,,,,,,,,,,,,,,,,
356,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,4,14,4,40,1,3+,,,,,,,,,,,,,,,,,,
357,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,6,16,6,60,1,3+,,,,,,,,,,,,,,,,,,
358,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,8,18,8,80,1,3+,,,,,,,,,,,,,,,,,,
359,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,10,20,10,100,2,3+,,,,,,,,,,,,,,,,,,
360,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,15,25,15,150,2,3+,,,,,,,,,,,,,,,,,,
361,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,20,30,20,200,2,3+,,,,,,,,,,,,,,,,,,
362,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,25,35,25,250,2,3+,,,,,,,,,,,,,,,,,,
363,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,30,40,30,300,2,3+,,,,,,,,,,,,,,,,,,
364,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,999,999,100,500,2,3+,,,,,,,,,,,,,,,,,,
365,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,6,16,6,60,1,4+,,,,,,,,,,,,,,,,,,
366,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,8,18,8,80,1,4+,,,,,,,,,,,,,,,,,,
367,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,10,20,10,100,2,4+,,,,,,,,,,,,,,,,,,
368,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,15,25,15,150,2,4+,,,,,,,,,,,,,,,,,,
369,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,20,30,20,200,2,4+,,,,,,,,,,,,,,,,,,
370,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,25,35,25,250,2,4+,,,,,,,,,,,,,,,,,,
371,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,30,40,30,300,2,4+,,,,,,,,,,,,,,,,,,
372,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,40,50,40,350,2,4+,,,,,,,,,,,,,,,,,,
373,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,999,999,100,500,3,4+,,,,,,,,,,,,,,,,,,
374,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,8,18,8,80,1,5+,,,,,,,,,,,,,,,,,,
375,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,10,20,10,100,2,5+,,,,,,,,,,,,,,,,,,
376,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,15,25,15,150,2,5+,,,,,,,,,,,,,,,,,,
377,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,20,30,20,200,3,5+,,,,,,,,,,,,,,,,,,
378,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,25,35,25,250,3,5+,,,,,,,,,,,,,,,,,,
379,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,30,40,30,300,3,5+,,,,,,,,,,,,,,,,,,
380,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,40,50,40,350,3,5+,,,,,,,,,,,,,,,,,,
381,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,45,50,50,400,3,5+,,,,,,,,,,,,,,,,,,
382,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,50,50,75,450,3,5+,,,,,,,,,,,,,,,,,,
383,Combo,GOAL_GET_MIN_COMBOS,Combo,Combo,999,999,100,500,3,5+,,,,,,,,,,,,,,,,,,
384,Combo,GOAL_GET_MIN_COMBOS_ONE_RUN,Combo,Combo,5,9,4,8,1,2+,X,,,,,,,,,,,,,,,,,
385,Combo,GOAL_GET_MIN_COMBOS_ONE_RUN,Combo,Combo,10,20,6,12,1,2+,X,,,,,,,,,,,,,,,,,
386,Combo,GOAL_GET_MIN_COMBOS_ONE_RUN,Combo,Combo,15,25,8,16,1,2+,X,,,,,,,,,,,,,,,,,
