Loc Tag,"English"
SHOWDOWN_FRIEND_PLAYED_PLURAL,"{0} Friends Played"
SHOWDOWN_BUTTON_STOP,"Stop"
SHOWDOWN_BUTTON_STOP_CONFIRM,"Press Again"
SHOWDOWN_COLLECT_ERROR,"Unable to collect award at this time.
Please try again later."
SHOWDOWN_JOIN_ERROR,"Unable to join challenge.
Please try again later."
SHOWDOWN_TIME_REMAINING,"Closes In {0}"
SHOWDOWN_CLOSE_TIME,"Closed
{0}/{1}"
SHOWDOWN_REWARD_FRIENDS_DEFEATED,"Friends Defeated"
SHOWDOWN_REWARD_BREAKDOWN_TITLE,"Reward Breakdown"
SHOWDOWN_NO_SCORE_POSTED,"No Score Posted During Showdown"
SHOWDOWN_DETAILS_UPDATING,"Updating Details"
SHOWDOWN_DETAILS_ADD_FRIENDS_TEXT,"Hit this button to add ACTIVATE friends to play Showdowns with you.

Remember for each friend you beat you get a big coin reward!"
SHOWDOWN_MESSAGE_OPEN_SCORE,"Let's play {0} together! Come on!"
SHOWDOWN_MESSAGE_OPEN_NO_SCORE,"Try to beat {0} {1} in {2}!"
SHOWDOWN_MESSAGE_OPEN_NO_SCORE_TIME,"Try to beat {0} in {1}!"
SHOWDOWN_MESSAGE_CLOSED_SCORE,"I got {0} {1} in {2}! Join in next time!"
SHOWDOWN_MESSAGE_CLOSED_NO_SCORE,"Next time, we should join the contest {0}!"
SHOWDOWN_MESSAGE_JOINED_GAINING,"I'm gaining on you in {0} with {1} {2}! Look out!"
SHOWDOWN_MESSAGE_JOINED_CAN_YOU_BEAT,"Think you can beat {0} {1} in {2}???"
SHOWDOWN_MESSAGE_JOINED_PREPARE,"Prepare for my arrival... I'm joining {0}. That is all."
SHOWDOWN_MESSAGE_JOINED_ALMOST_BEAT,"I almost beat you in {0} with {1} {2}! Look out next time!"
SHOWDOWN_MESSAGE_JOINED_BEAT,"I beat you with {0} {1} in {2}. Thanks for the coins!"
SHOWDOWN_MESSAGE_JOINED_NICE_JOB,"Wow, nice job with {0} {1} in {2}!"
SHOWDOWN_LOCAL_NOTIFICATION_MESSAGE,"The Showdown {0} has closed. Check back to see if you got a reward!"
SHOWDOWN_NOTIFICATION_NEWBESTTIME,"New Best Time!
{0}!"
SHOWDOWN_NOTIFICATION_NEWHIGHSCORE,"New High Score!
{0}!"
SHOWDOWN_NOTIFICATION_ATTEMPTCOMPLETED,"Attempt completed!
{0}"
LEADERBOARD_TAB_LOADING,"Loading Leaderboards"
SHOWDOWN_DETAILS_TITLE,"Showdown Details"
LEADERBOARD_TAB_NOT_CONNECTED,"No internet connection was found. Please make sure you are connected to the internet to view leaderboard scores."
LEADERBOARD_TAB_ERROR,"Unable to load leaderboard scores"
RATE_APP_DIALOG_OK,"OK"
RATE_APP_DIALOG_LATER,"Later"
RATE_APP_DIALOG_NO,"No Thanks"
TOY_LINK_STATUS_CONNECTING,"Connecting..."
TOY_LINK_STATUS_CHECKING,"Checking..."
TOY_LINK_STATUS_UNLOCKING,"Unlocking..."
TOYLINK_ERROR_MISSING_DIGITS,"The code isn't long enough. Are you missing some digits?"
TOYLINK_ERROR_TOO_MANY_UNLOCKS,"This unique code has been used too many times."
TOYLINK_ERROR_TIMEOUT,"Could not reach the server. Please verify you are online."
TOYLINK_ERROR_TITLE_TRY_AGAIN,"Try Again"
TOYLINK_ERROR_UNEXPECTED_ERROR,"Something unexpected happened while verifying the code."
ACTIVATE_PLEASE_WAIT,"Please wait..."
ACTIVATE_SYNCING,"Syncing Progress..."
ROYALDOUBLETROUBLE_UPGRADE_DESCRIPTION,"Double score bonus for clearing hideouts."
POPFIZZ_UPGRADE_DESCRIPTION,"Shoot through shields!"
JETVAC_UPGRADE_DESCRIPTION,"Better chance of Multiplier from Magic Item Factory."
ROYALDOUBLETROUBLE_UPGRADE_NAME,"Extra Cheese"
POPFIZZ_UPGRADE_NAME,"Shizzle Fizzle"
JETVAC_UPGRADE_NAME,"Vac Attack"
ANVILRAIN_NAME,"Anvil Rain"
ANVILRAIN_LOCKEDDESCRIPTION,"Rain destruction on trolls from above by dropping anvils on them!"
ANVILRAIN_DESCRIPTION_LEVEL_1,"Drops 3 anvils to destroy trolls. 100X score multiplier."
ANVILRAIN_DESCRIPTION_LEVEL_2,"Drops 4 anvils to destroy trolls. 150X score multiplier."
ANVILRAIN_DESCRIPTION_LEVEL_3,"Drops 6 anvils to destroy trolls. 200X score multiplier."
ANVILRAIN_DESCRIPTION_LEVEL_4,"Drops 8 anvils to destroy trolls. 250X score multiplier."
ANVILRAIN_DESCRIPTION_LEVEL_5,"Drops 10 anvils to destroy trolls. 300X score multiplier."
ANVILRAIN_UPGRADEDESCRIPTION_LEVEL_1,"Rain destruction on 4 trolls. 150x score multiplier"
ANVILRAIN_UPGRADEDESCRIPTION_LEVEL_2,"Rain destruction on 6 trolls. 200x score multiplier"
ANVILRAIN_UPGRADEDESCRIPTION_LEVEL_3,"Rain destruction on 8 trolls. 250x score multiplier"
ANVILRAIN_UPGRADEDESCRIPTION_LEVEL_4,"Rain destruction on 10 trolls. 300x score multiplier"
ANVILRAIN_UPGRADEDESCRIPTION_LEVEL_5,"Anvil Rain is at Max Level!"
GHOSTSWORDS_NAME,"Ghost Swords"
GHOSTSWORDS_LOCKEDDESCRIPTION,"Wield the Ghost Swords to quickly destroy enemies and get a huge score bonus with each hit."
GHOSTSWORDS_DESCRIPTION_LEVEL_1,"Destroy enemies and projectiles. 25x score bonus."
GHOSTSWORDS_DESCRIPTION_LEVEL_2,"Destroy enemies and projectiles. 50x score bonus."
GHOSTSWORDS_DESCRIPTION_LEVEL_3,"Destroy enemies and projectiles. 75x score bonus."
GHOSTSWORDS_DESCRIPTION_LEVEL_4,"Destroy enemies and projectiles. 100x score bonus."
GHOSTSWORDS_DESCRIPTION_LEVEL_5,"Destroy enemies and projectiles. 125x score bonus."
GHOSTSWORDS_UPGRADEDESCRIPTION_LEVEL_1,"Upgrade for 50x score bonus and longer duration."
GHOSTSWORDS_UPGRADEDESCRIPTION_LEVEL_2,"Upgrade for 75x score bonus and longer duration"
GHOSTSWORDS_UPGRADEDESCRIPTION_LEVEL_3,"Upgrade for 100x score bonus and longer duration"
GHOSTSWORDS_UPGRADEDESCRIPTION_LEVEL_4,"Upgrade for 125x score bonus and longer duration"
GHOSTSWORDS_UPGRADEDESCRIPTION_LEVEL_5,"Max Level"
HEALINGELIXIR_NAME,"Healing Elixir"
HEALINGELIXIR_LOCKEDDESCRIPTION,"Spend coins to continue a flight after being hit for a second chance!"
HEALINGELIXIR_DESCRIPTION_LEVEL_1,"Exchange coins for a second chance!"
HEALINGELIXIR_DESCRIPTION_LEVEL_2,"Exchange 10% fewer coins for a second chance!"
HEALINGELIXIR_DESCRIPTION_LEVEL_3,"Exchange 20% fewer coins for a second chance!"
HEALINGELIXIR_DESCRIPTION_LEVEL_4,"Exchange 30% fewer coins for a second chance!"
HEALINGELIXIR_DESCRIPTION_LEVEL_5,"Exchange 40% fewer coins for a second chance!"
HEALINGELIXIR_UPGRADEDESCRIPTION_LEVEL_1,"Decrease the cost by 10%."
HEALINGELIXIR_UPGRADEDESCRIPTION_LEVEL_2,"Decrease the cost by 20%."
HEALINGELIXIR_UPGRADEDESCRIPTION_LEVEL_3,"Decrease the cost by 30%."
HEALINGELIXIR_UPGRADEDESCRIPTION_LEVEL_4,"Decrease the cost by 40%."
HEALINGELIXIR_UPGRADEDESCRIPTION_LEVEL_5,"Max Level"
WINGEDBOOTS_NAME,"Winged Boots"
WINGEDBOOTS_LOCKEDDESCRIPTION,"Warp your ship past multiple areas!"
WINGEDBOOTS_DESCRIPTION_LEVEL_1,"Fly past 3 areas."
WINGEDBOOTS_DESCRIPTION_LEVEL_2,"Fly past 4 areas."
WINGEDBOOTS_DESCRIPTION_LEVEL_3,"Fly past 5 areas."
WINGEDBOOTS_DESCRIPTION_LEVEL_4,"Fly past 6 areas."
WINGEDBOOTS_DESCRIPTION_LEVEL_5,"Fly past 7 areas."
WINGEDBOOTS_UPGRADEDESCRIPTION_LEVEL_1,"Upgrade to 4 areas."
WINGEDBOOTS_UPGRADEDESCRIPTION_LEVEL_2,"Upgrade to 5 areas."
WINGEDBOOTS_UPGRADEDESCRIPTION_LEVEL_3,"Upgrade to 6 areas."
WINGEDBOOTS_UPGRADEDESCRIPTION_LEVEL_4,"Upgrade to 7 areas."
WINGEDBOOTS_UPGRADEDESCRIPTION_LEVEL_5,"Max Level"
SPARX_NAME,"Sparx"
SPARX_LOCKEDDESCRIPTION,"Recruit Sparx to destroy all bombs in your way!"
SPARX_DESCRIPTION_LEVEL_1,"Destroy 6 bombs automatically. 2X score multiplier."
SPARX_DESCRIPTION_LEVEL_2,"Destroy 8 bombs automatically. 3X score multiplier."
SPARX_DESCRIPTION_LEVEL_3,"Destroy 10 bombs automatically. 4X score multiplier."
SPARX_DESCRIPTION_LEVEL_4,"Destroy 12 bombs automatically. 5X score multiplier."
SPARX_DESCRIPTION_LEVEL_5,"Destroy 14 bombs automatically. 6X score multiplier."
SPARX_UPGRADEDESCRIPTION_LEVEL_1,"Destroy 8 bombs and add a 3X score multiplier."
SPARX_UPGRADEDESCRIPTION_LEVEL_2,"Destroy 10 bombs and add a 4X score multiplier."
SPARX_UPGRADEDESCRIPTION_LEVEL_3,"Destroy 12 bombs and add a 5X score multiplier."
SPARX_UPGRADEDESCRIPTION_LEVEL_4,"Destroy 14 bombs and add a 6X score multiplier."
SPARX_UPGRADEDESCRIPTION_LEVEL_5,"Max Level"
TIMETWISTER_NAME,"Time Twister"
TIMETWISTER_LOCKEDDESCRIPTION,"Slow down time for precision targeting and to make big combos easier!"
TIMETWISTER_DESCRIPTION_LEVEL_1,"Slows down time when targeting. 2X score multiplier."
TIMETWISTER_DESCRIPTION_LEVEL_2,"Slows down time when targeting. 3X score multiplier."
TIMETWISTER_DESCRIPTION_LEVEL_3,"Slows down time when targeting. 4X score multiplier."
TIMETWISTER_DESCRIPTION_LEVEL_4,"Slows down time when targeting. 5X score multiplier."
TIMETWISTER_DESCRIPTION_LEVEL_5,"Slows down time when targeting. 6X score multiplier."
TIMETWISTER_UPGRADEDESCRIPTION_LEVEL_1,"Increase time active and adds a 3X score multiplier."
TIMETWISTER_UPGRADEDESCRIPTION_LEVEL_2,"Increase time active and adds a 4x score multiplier"
TIMETWISTER_UPGRADEDESCRIPTION_LEVEL_3,"Increase time active and adds a 5x score multiplier"
TIMETWISTER_UPGRADEDESCRIPTION_LEVEL_4,"Increase time active and adds a 6x score multiplier"
TIMETWISTER_UPGRADEDESCRIPTION_LEVEL_5,"Max Level"
HIDDENTREASURE_NAME,"HIDDEN TREASURE"
HIDDENTREASURE_LOCKEDDESCRIPTION,"Automatically collect coins and create a combo coin for each combo level!"
HIDDENTREASURE_DESCRIPTION_LEVEL_1,"Auto-collect coins and drop more Combo Coins. 2X score multiplier."
HIDDENTREASURE_DESCRIPTION_LEVEL_2,"Auto-collect coins and drop more Combo Coins. 3X score multiplier."
HIDDENTREASURE_DESCRIPTION_LEVEL_3,"Auto-collect coins and drop more Combo Coins. 4X score multiplier."
HIDDENTREASURE_DESCRIPTION_LEVEL_4,"Auto-collect coins and drop more Combo Coins. 5X score multiplier."
HIDDENTREASURE_DESCRIPTION_LEVEL_5,"Auto-collect coins and drop more Combo Coins. 6X score multiplier."
HIDDENTREASURE_UPGRADEDESCRIPTION_LEVEL_1,"Increase time active and adds a 3x score multiplier."
HIDDENTREASURE_UPGRADEDESCRIPTION_LEVEL_2,"Increase time active and adds a 4x score multiplier."
HIDDENTREASURE_UPGRADEDESCRIPTION_LEVEL_3,"Increase time active and adds a 5x score multiplier."
HIDDENTREASURE_UPGRADEDESCRIPTION_LEVEL_4,"Increase time active and adds a 6x score multiplier."
HIDDENTREASURE_UPGRADEDESCRIPTION_LEVEL_5,"Max Level"
SKYIRONSHIELD_NAME,"Sky-Iron Shield"
SKYIRONSHIELD_LOCKEDDESCRIPTION,"Get huge scores for touching bombs and become invincible!"
SKYIRONSHIELD_DESCRIPTION_LEVEL_1,"Invulnerable to damage while active. 6X score multiplier."
SKYIRONSHIELD_DESCRIPTION_LEVEL_2,"Invulnerable to damage while active. 7X score multiplier."
SKYIRONSHIELD_DESCRIPTION_LEVEL_3,"Invulnerable to damage while active. 8X score multiplier."
SKYIRONSHIELD_DESCRIPTION_LEVEL_4,"Invulnerable to damage while active. 9X score multiplier."
SKYIRONSHIELD_DESCRIPTION_LEVEL_5,"Invulnerable to damage while active. 10X score multiplier."
SKYIRONSHIELD_UPGRADEDESCRIPTION_LEVEL_1,"Increase time active and adds a 7X score multiplier."
SKYIRONSHIELD_UPGRADEDESCRIPTION_LEVEL_2,"Increase time active and adds a 8X score multiplier."
SKYIRONSHIELD_UPGRADEDESCRIPTION_LEVEL_3,"Increase time active and adds a 9X score multiplier."
SKYIRONSHIELD_UPGRADEDESCRIPTION_LEVEL_4,"Increase time active and adds a 10X score multiplier."
SKYIRONSHIELD_UPGRADEDESCRIPTION_LEVEL_5,"Max Level"
EXTRAMAGICITEMSLOT_NAME,"Magic Item Slot"
EXTRAMAGICITEMSLOT_LOCKEDDESCRIPTION,"Collect and hold two magic items at once!"
EXTRAMAGICITEMSLOT_DESCRIPTION_LEVEL_1,"Collect and hold two magic items at once!"
EXTRAMAGICITEMSLOT_UPGRADEDESCRIPTION_LEVEL_1,"You cannot upgrade this item."
ROCKETBOOSTER_NAME,"Rocket Booster"
ROCKETBOOSTER_LOCKEDDESCRIPTION,"Exchange coins to blast forward a random distance and gain up to a 10x score multipler!"
ROCKETBOOSTER_DESCRIPTION_LEVEL_1,"Exchange coins to blast forward a random distance and gain up to a 10x score multipler!"
ROCKETBOOSTER_UPGRADEDESCRIPTION_LEVEL_1,"You cannot upgrade this item."
SCOREMULTIPLIER_2_NAME,"Score Multiplier"
SCOREMULTIPLIER_5_NAME,"Score Multiplier"
SCOREMULTIPLIER_10_NAME,"Score Multiplier"
SCOREMULTIPLIER_25_NAME,"Score Multiplier"
SCOREMULTIPLIER_50_NAME,"Score Multiplier"
WILDCARD_NAME,"Magic Item Factory"
WILDCARD_LOCKEDDESCRIPTION,"Create magic items whenever you want! Randomly picks from your purchased items, bonus score multipliers, gems, and more!"
WILDCARD_UPGRADEDESCRIPTION_LEVEL_1,"Each purchase buys 10 uses."
ACTIVATESELL_TITLE,"PLAY ONLINE!"
ACTIVATESELL_FACEBOOK_TITLE,"EASY FACEBOOK LOGIN"
ACTIVATESELL_FACEBOOK_TEXT,"TAKES NO TIME AT ALL! LIKE 2 MINUTES."
ACTIVATESELL_CLOUDSAVE_TITLE,"CLOUD SAVE"
ACTIVATESELL_CLOUDSAVE_TEXT,"UNIFY YOUR SKYLANDERS AND PROGRESS ACROSS YOUR DEVICES!"
ACTIVATESELL_SHOWDOWNS_TITLE,"SHOWDOWNS"
ACTIVATESELL_SHOWDOWNS_TEXT,"PLAY YOUR FRIENDS IN UNIQUE CONTESTS OF SKILL AND DETERMINATION"
SHOWDOWNSELL_TITLE,"Joining a Showdown!"
SHOWDOWNSELL_DESCRIPTION,"At the end of the Showdown, you'll get coins for every friend that you defeat!"
SHOWDOWNSELL_FACEBOOK,"Post Showdown activity to Facebook to lure friends into your devious plan."
PORTALUI_PORTALON,"Is it powered on?"
PORTALUI_PAIRED,"Is it paired to this device?"
PORTALUI_BATTERIES,"Are the batteries low?"
PORTALUI_PLACETOY,"Please place {0} on the Bluetooth Portal of Power."
PORTALUI_WRONGTOY,"That's not {0}! "
SHOWDOWNS_SIGNINPROMPT_TEXT,"Play Showdowns online to earn tons of coins!"
SHOWDOWNS_SIGNINPROMPT_LEARNMORE,"LEARN MORE!"
MAGIC_ITEM_SCREEN_BUY_COINS,"Buy {0} coins for {1} gems?"
MAGIC_ITEM_USES_FOR_CONSUMABLES,"{0} uses"
MAGIC_ITEM_EMPTY_CONSUMABLE,"Empty!"
CUTSCENE_DISTANCE_BONUS,"Distance Bonus"
SHOWDOWN_NONETWORK_ERROR,"Sorry, we can't reach ACTIVATE to display Showdowns.

Please check your network connection."
PORTALUI_TOOMANYTOYS,"Please only place one toy on the Bluetooth Portal of Power at a time."
PORTALUI_LINKTOYQUESTION,"Would you like to permanently save this toy into your ACTIVATE account? "
PORTALUI_TOYLIMITEXPLANATION,"Each toy can only be saved to one ACTIVATE account."
PORTALUI_TOYGEMREWARDLIMIT,"(Must be online)"
GEM_NAME,"Gem"
SHOWDOWN_SELL_TEXT,"You can play these fun contests by yourself or with friends. Join in and when the Showdown ends, collect your reward!"
SHOWDOWN_SELL_TITLE,"SHOWDOWNS?"
ELEMENT_AIR,"Air"
ELEMENT_FIRE,"Fire"
ELEMENT_EARTH,"Earth"
ELEMENT_WATER,"Water"
ELEMENT_UNDEAD,"Undead"
ELEMENT_TECH,"Tech"
ELEMENT_LIFE,"Life"
ELEMENT_MAGIC,"Magic"
CREDITS_TITLE,"Credits"
HELP_TITLE,"Help Options"
STOREHUB_TITLE,"Collection"
LOCALNOTIFICATION_EOTD_MATCH,"Element of the day match! Use {0} today for a coin bonus!"
GAMECENTER_DISABLED,"Game Center Disabled"
GAMECENTER_REENABLE,"Re-enable Game Center by logging into the Game Center App."
GENERIC_CONFIRM,"OK"
GAMECENTER_UNAVAILABLE,"Game Center Unavailable"
GAMECENTER_CHECKSETTINGS,"Please check your settings in the Game Center app and verify you are connected to the internet."
GAMECIRCLE_UNAVAILABLE,"GameCircle Unavailable"
GAMECIRCLE_CHECKSETTINGS,"Please check your settings and verify you are connected to the internet."
GAMECENTER_CONNECTING,"Connecting to Game Center"
GAMECIRCLE_CONNECTING,"Connecting to Amazon Game Circle"
GENERIC_UNABLETOCONNECT,"Unable to Connect"
GAMECENTER_INTERNETREQUIRED,"An Internet connection is required to reach Game Center."
GAMECENTER_CANNOTCONNECT,"Cannot connect to Game Center"
GEMPURCHASE_ERRORTITLE,"Gem Purchasing"
GEMPURCHASE_INTERNETREQUIRED,"WiFi or Mobile network required to purchase gems."
GEMPURCHASE_INAPP_RESTRICTION_TEXT,"This device is not allowed to make iTunes In-App purchases."
GEMPURCHASE_INAPP_RESTRICTION_TITLE,"In-App Restriction"
GEMPURCHASE_PURCHASING,"Purchasing Gems"
GEMPURCHASE_LOADINGPRODUCTS,"Loading Products"
GEMPURCHASE_CANNOTCONNECTTOSTORE,"Cannot connect to the iTunes Store"
GENERIC_GOBACK,"Go Back"
GEMPURCHASE_PURCHASED,"Gems Purchased"
GEMPURCHASE_SUCCEEDED,"Your gem purchase succeeded!"
GEMPURCHASE_FAILED_TITLE,"Purchase Failed"
GEMPURCHASE_FAILED_TEXT,"We were unable to complete your gem purchase."
FAQ_INTERNETREQUIRED,"An Internet connection is required to reach the FAQ page."
MAIL_UNABLETOSEND_TITLE,"Unable to send message"
MAIL_UNABLETOSEND_TEXT,"Check the network connection and mail client configuration"
UPDATE_REQUIRED,"Update Required"
UPDATE_AVAILABLE,"Update Available"
UPDATE_CONFIRM,"Update Now"
UPDATE_CANCEL,"Later"
UPDATE_TEXT_AVAILABLE,"There's a new version of of Skylanders Cloud Patrol available!"
UPDATE_TEXT_REQUIRED,"A new version of Skylanders Cloud Patrol is out. Update is required!"
GENERIC_CONNECTING,"Connecting"
GAMECIRCLE_CANNOTCONNECT,"Cannot connect to Amazon GameCircle"
SHOWDOWNS_LOGININGAMEPROMPT,"Please quit and sign into ACTIVATE to play Showdowns."
MOTD,"Welcome to Skylanders Cloud Patrol!"
MAGIC_ITEM_CONSUMABLE_MAXED,"Maximum uses purchased!"
BADGE_UPGRADE,"Golden Badge!"
SHOWDOWN_ATTEMPT_FINISHED_BEST,"Finished Attempt.
Best: {0}"
SHOWDOWN_BEST_OFF,"Best: {0} off"
SHOWDOWN_CURRENT_OFF,"Current: {0} off"
ACTIVATE_IMPORT_FINISHED,"Welcome to ACTIVATE!"
PORTALUI_CANNOTFIND,"Cannot find the Bluetooth Portal of Power..."
GENERIC_CLAIM,"Claim"
MAGIC_ITEM_UPGRADE_BUTTON_MAX,"Max"
ACTIVATE_ONLINE_NOTIFICATION,"Online as {0}"
ACTIVATE_OFFLINE_NOTIFICATION,"**Offline** as {0}"
ACTIVATE_FIRST_LOGIN_THANKS_TEXT,"Thanks for signing up. Here's {0} gems!"
ACTIVATE_FIRST_LOGIN_THANKS_TITLE,"ACTIVATE Reward"
TIME_DAY,"Day"
TIME_DAYS,"Days"
TIME_HOUR,"Hour"
TIME_HOURS,"Hours"
TIME_MINUTE,"Minute"
TIME_MINUTES,"Minutes"
TIME_SECOND,"Second"
TIME_SECONDS,"Seconds"
TIME_DAY_ABBREV,"d"
TIME_HOUR_ABBREV,"h"
TIME_MINUTE_ABBREV,"m"
TIME_SECOND_ABBREV,"s"
TIME_NOW,"Now"
MIGRATESAVE_HEADING,"ACCOUNT SETUP"
MIGRATESAVE_EXPLANATION,"Is it okay to transfer this device's existing Cloud Patrol progress and purchases to your new ACTIVATE account?"
MIGRATESAVE_DISCLAIMER,"Say "NO" only if you'd prefer to transfer this device's progress to a different ACTIVATE account some time in the future. The transfer process can only be done once!"
MIGRATESAVE_ONLYONCE,"The transfer process can only be done once!"
CLOUDCONFLICT_HEADING,"Choose a save game"
CLOUDCONFLICT_EXPLANATION,"More than one piece of save data linked to your ACTIVATE account has been found.
Please Choose which save game to use."
CLOUDCONFLICT_RECOMMENDED,"Recommended"
CLOUDCONFLICT_NOTSURE,"I'm not sure!"
CLOUDCONFLICT_MOREINFO,"(more info please)"
GENERIC_CHOOSE,"Choose"
GENERIC_OR,"OR"
CHALLENGE_MESSAGE_SEND,"Send"
CHALLENGE_MESSAGE_CANCEL,"Cancel"
GIANTS_COMING_SOON,"Giants coming soon!"
ACTIVATE_NOTIFICATION_LOGGED_OFF,"Logged Off"
SHOWDOWN_STATUS_TIME_REMAINING,"Remaining: {0}"
SHOWDOWN_STATUS_TIME_CURRENT,"Time: {0}"
SHOWDOWN_NOTIFICATION_CLOSED,"Showdown is now closed."
SHOWDOWN_NOTIFICATION_CLOSED_REWARD,"Showdown is now closed. Check for a reward!"
PORTALUI_BLUETOOTH_ENABLED,"Is Bluetooth enabled?"
SS_LEGENDARY_TEXT,"Legendary"
TAG_COMING_SOON,"Coming Soon!"
WANTED_POSTER_TITLE,"WANTED"
BADGE_LEVEL,"LEVEL"
L_JETVAC_UPGRADE_NAME,"Legendary Vac Attack"
L_JETVAC_UPGRADE_DESCRIPTION,"Huge chance of getting Multipliers from Magic Item Factory"
CHILL_UPGRADE_NAME,"Wintery Ward"
CHILL_UPGRADE_DESCRIPTION,"Shield Spawns more often"
L_CHILL_UPGRADE_NAME,"Diligent Defender"
L_CHILL_UPGRADE_DESCRIPTION,"Shield works two times in a row"
SPROCKET_UPGRADE_NAME,"Sparx  Plug"
SPROCKET_UPGRADE_DESCRIPTION,"Sparx spawns more often"
L_IGNITOR_UPGRADE_NAME,"Legendary Arsenal"
L_IGNITOR_UPGRADE_DESCRIPTION,"Ghost Swords appears very frequently"
SWARM_UPGRADE_NAME,"Hornet Hindrance"
SWARM_UPGRADE_DESCRIPTION,"Slows down spike bombs and projectiles"
BOUNCER_UPGRADE_NAME,"Sharp shooter"
BOUNCER_UPGRADE_DESCRIPTION,"Tap shoot makes 2x combo coins"
L_BOUNCER_UPGRADE_NAME,"Legendary Sharp Shooter"
L_BOUNCER_UPGRADE_DESCRIPTION,"Tap shoot makes 3x combo coins"
HOTDOG_UPGRADE_NAME,"Canine Catalyst"
HOTDOG_UPGRADE_DESCRIPTION,"Things destroyed by explosive barrels earn fire coins"
HOTHEAD_UPGRADE_NAME,"Pyromaniac"
HOTHEAD_UPGRADE_DESCRIPTION,"All barrels turn into exploding barrels"
FRIGHTRIDER_UPGRADE_NAME,"Frightening Feedback"
FRIGHTRIDER_UPGRADE_DESCRIPTION,"Troll wizards explode when defeated"
CRUSHER_UPGRADE_NAME,"Earthquake"
CRUSHER_UPGRADE_DESCRIPTION,"Max combo coins destroy all rocks and bombs"
L_STEALTH_ELF_UPGRADE_NAME,"Superactive"
L_STEALTH_ELF_UPGRADE_DESCRIPTION,"Shoot with hyper speed!"
NINJINI_UPGRADE_NAME,"Cosmic Confusion"
NINJINI_UPGRADE_DESCRIPTION,"Wizards start dizzy and stay dizzy longer"
FLASHWING_UPGRADE_NAME,"Shield Shatter"
FLASHWING_UPGRADE_DESCRIPTION,"Sparx shoots spike shields as well as bombs"
SHROOM_BOOM_UPGRADE_NAME,"1-Up Shroom"
SHROOM_BOOM_UPGRADE_DESCRIPTION,"One extra use of Healing Elixir with coin purchase"
TREEREX_UPGRADE_NAME,"Woodpecker Pal"
TREEREX_UPGRADE_DESCRIPTION,"Sparx becomes a woodpecker that exchanges coins for bombs"
EYEBRAWL_UPGRADE_NAME,"Eye Buddy"
EYEBRAWL_UPGRADE_DESCRIPTION,"Sparx becomes an eyeball and shoots projectiles as well as bombs"
L_SLAMBAM_UPGRADE_NAME,"Bonus Basher"
L_SLAMBAM_UPGRADE_DESCRIPTION,"Sheep and Barrels earns water coins"
THUMPBACK_UPGRADE_NAME,"Puff Daddy"
THUMPBACK_UPGRADE_DESCRIPTION,"Balloons become puffer fish that explode and leave behind water coins"
SS_GIANT_TEXT,"GIANT!"
HELP_SAVE_DATA,"Transfer Data"
IMPORT_SAVE_HEADER,"Transfer Data"
IMPORT_SAVE_CONTENT,"Do you want to transfer your previous save data from this device to your ACTIVATE account?

Any progress you have made in your ACTIVATE account will be overwritten with the save data from this device!"
IMPORT_SAVE_CONFIRM_HEADER,"Warning!"
IMPORT_SAVE_CONFIRM_CONTENT,"Any existing data stored in the cloud will be lost. Are you sure you want to continue?"
WHATS_NEW_TEXT,"GIANTS!"
WHATS_NEW_TITLE,"NEW!"
CHALLENGE_SUBMIT_FAILED_MAX_RETRIES,"Failed to upload score after 60 attempts.
Sorry."
ACTIVATE_SAVE_DATA_TRANSFER_SUCCESS,"Previous Save Data transferred successfully!"
ACTIVATE_SAVE_DATA_TRANSFER_FAILURE,"Could not transfer data. Please check your internet settings."
TAB_CHALLENGE_INSTRUCTIONS,"Tap a Showdown to view details."
LOGGING_IN_ACTIVATE,"Logging In..."
SALE_DIALOG_GO,"TAKE ME THERE"
SALE_DIALOG_CLOSE,"CLOSE"
SALE_DIALOG_TITLE,"SALE!"
SALE_DIALOG_CONTENT,"Check out the store for big savings!"
SD_COLLECTION_VAULT_TIP,"View and manage all your toys in the Collection Vault!"
SD_COLLECTION_VAULT_BUTTON_TEXT,"GO!"
CLAIM_CHARACTER_NOTIFICATION,"{0} was added to your collection and is ready to claim!"
CLAIM_CHARACTERS_NOTIFICATION,"New Skylanders have been added to your collection! Be sure to claim them!"
CLAIM_MAGIC_ITEM_NOTIFICATION,"{0} was added to your collection and is ready to claim!"
CLAIM_MAGIC_ITEMS_NOTIFICATION,"New Magic Items have been added to your collection! Be sure to claim them!"
MAKE_GOOD_REWARD_GEMS,"You have been awarded {0} gems!"
MAKE_GOOD_REWARD_COINS,"You have been awarded {0} coins!"
PRIVACY_POLICY_BUTTON_TEXT,"Privacy Policy"
PRIVACY_POLICY_URL,"http://www.activision.com/privacy/en/privacy.html"
TERMS_OF_SERVICE_BUTTON_TEXT,"Terms Of Service"
TERMS_OF_SERVICE_URL,"http://www.activision.com/privacy/en/tos.html"
WHATS_NEW_1_8_SUMMARY_TEXT,"We've streamlined the toy linking process! Sharing toys between games is now easier than ever!"
WHATS_NEW_1_8_THANKS_TITLE_TEXT,"Thanks for updating!"
WHATS_NEW_1_8_THANKS_TEXT,"To thank everyone for their support we're giving you 40 gems!"
TOY_LINK_INSTRUCTION_MAGIC_ITEM,"Enter your unique code to unlock your Magic Item!"
